location,0,DATE,D0,D1,D2,D3,D4,-9,W0,W1,W2,W3,W4
Rio Grande,62.7,d_19690101,23.9,12.5,3.7,1.6,0.3,0,13.5,4.7,0.3,0,0
Rio Grande,61.6,d_19690201,22.2,12,3.4,1,0,0,16.2,5.8,0.3,0,0
Rio Grande,58.6,d_19690301,13.3,5.7,0.7,0,0,0,28,11,1.9,0.1,0
Rio Grande,54.2,d_19690401,34.9,14.1,1.5,0.1,0,0,10.9,3.1,0,0,0
Rio Grande,50.4,d_19690501,43.7,28.2,3.3,0.4,0,0,5.8,1.2,0,0,0
Rio Grande,64.7,d_19690601,24.4,9.1,0,0,0,0,11,2,0.1,0,0
Rio Grande,60.5,d_19690701,11,5.3,0.2,0,0,0,28.5,13.5,2.3,0.2,0
Rio Grande,44.9,d_19690801,32.1,18.9,5.6,1.3,0,0,22.9,13,3.5,1,0
Rio Grande,47,d_19690901,25.4,12.5,1,0,0,0,27.5,17.4,7,3,0.7
Rio Grande,36.4,d_19691001,13.7,8,0.4,0,0,0,49.7,37.6,17.1,8.6,2.9
Rio Grande,39.8,d_19691101,9.5,3.1,0,0,0,0,50.6,36.3,15.2,6.3,2.4
Rio Grande,38.3,d_19691201,7.2,1,0,0,0,0,54.5,37.2,16.8,8.2,2.8
Rio Grande,43.5,d_19700101,10.4,4.5,0.1,0,0,0,46.3,28.3,11.8,5.4,3.2
Rio Grande,54.1,d_19700201,5.6,1.5,0,0,0,0,40.4,22.3,7.9,4.5,2.6
Rio Grande,44.9,d_19700301,0.4,0,0,0,0,0,54.7,29.1,6.4,3.1,0.8
Rio Grande,54.1,d_19700401,2.1,0,0,0,0,0,43.7,21.8,5.1,0.7,0
Rio Grande,64.7,d_19700501,3,0,0,0,0,0,32.3,16.1,3,0.3,0
Rio Grande,51.5,d_19700601,8,1.3,0,0,0,0,40.4,24.7,4.5,0.4,0
Rio Grande,46.2,d_19700701,36.1,20.2,3.9,0.9,0.1,0,17.7,7.3,1.3,0,0
Rio Grande,42.6,d_19700801,45.7,25.7,5.2,0.7,0,0,11.8,4.2,1.1,0.5,0
Rio Grande,34.2,d_19700901,46.5,32.9,14,6.7,2.3,0,19.3,14.4,7.4,3,0
Rio Grande,41.4,d_19701001,39.6,24.1,7.4,3.1,0.4,0,18.9,13.7,7,2.5,0
Rio Grande,39.5,d_19701101,44.8,30.9,9.1,4.5,0.9,0,15.7,10,3.2,0.1,0
Rio Grande,28,d_19701201,61.6,43.6,16.9,7.7,2,0,10.3,7,0.1,0,0
Rio Grande,28.4,d_19710101,61.4,44.9,17.6,7.9,2.4,0,10.1,7.1,0.1,0,0
Rio Grande,31.6,d_19710201,57.9,43.2,15.6,7.1,1.5,0,10.5,6.9,0.4,0,0
Rio Grande,25.4,d_19710301,70.1,52.2,24.5,10.9,2.9,0,4.4,0.8,0,0,0
Rio Grande,25.9,d_19710401,68.1,58.6,33.1,20.4,7.7,0,6.1,3.7,0,0,0
Rio Grande,24,d_19710501,72.4,61,39.6,22.6,7.5,0,3.6,1.2,0,0,0
Rio Grande,2.2,d_19710601,97.8,95.3,80.6,59.6,26.3,0,0,0,0,0,0
Rio Grande,6.4,d_19710701,93.6,89.5,69,43.9,18.8,0,0,0,0,0,0
Rio Grande,30.7,d_19710801,61.9,48.1,21.9,12.1,4.2,0,7.5,6,1.6,0.3,0
Rio Grande,43.2,d_19710901,43.9,26.3,9.6,5.7,2.1,0,12.9,8.5,4.2,2.6,1
Rio Grande,57.8,d_19711001,19.9,7.9,1.2,0.4,0,0,22.2,12.1,6.1,4,2.6
Rio Grande,62.7,d_19711101,13.9,4.7,0.7,0.1,0,0,23.4,12.3,5.6,3.8,2.4
Rio Grande,59.3,d_19711201,5.5,1.3,0,0,0,0,35.3,17.4,6.8,4.2,2.8
Rio Grande,61,d_19720101,6.1,1.5,0.2,0,0,0,32.8,15.3,6.1,3.9,2.7
Rio Grande,56.5,d_19720201,6.5,1.9,0.4,0,0,0,37,19.8,8.2,5.4,3.1
Rio Grande,51.6,d_19720301,5.3,2.1,0.3,0,0,0,43.1,23.3,6.1,4,2.3
Rio Grande,61.1,d_19720401,9.9,3.5,0.4,0.1,0,0,29,17.8,4.3,2.7,2.3
Rio Grande,65.7,d_19720501,22.2,9.8,1.3,0.4,0.1,0,12.2,7.7,2.7,2.4,2
Rio Grande,57.2,d_19720601,20.9,12.1,3.5,1.3,0.3,0,21.9,10.7,3.2,1.1,0
Rio Grande,53.8,d_19720701,39.6,22.1,11.8,8.4,2.3,0,6.6,2.1,0.2,0,0
Rio Grande,38.7,d_19720801,17.5,14.5,10,7.1,3.4,0,44,23.5,2.7,0.5,0
Rio Grande,31.4,d_19720901,14.7,13.4,10.8,8.4,4.8,0,53.9,31,9.8,2.8,0
Rio Grande,23.8,d_19721001,5.9,3.3,0.7,0.1,0,0,70.1,56.1,34,17.1,2.6
Rio Grande,23.9,d_19721101,2,0.8,0,0,0,0,73.9,58.8,40.2,24,4.8
Rio Grande,24.2,d_19721201,0.3,0,0,0,0,0,75.5,61.5,43,25.4,4.9
Rio Grande,15.6,d_19730101,0,0,0,0,0,0,84.3,70.3,50.6,38.1,15.6
Rio Grande,16,d_19730201,0,0,0,0,0,0,84,72.4,58.1,49.2,30.4
Rio Grande,10.4,d_19730301,0,0,0,0,0,0,89.7,75.6,60.5,49.5,25.1
Rio Grande,6.3,d_19730401,0,0,0,0,0,0,93.8,77.2,61.3,46.6,22.1
Rio Grande,23.4,d_19730501,3.4,0.5,0,0,0,0,73.1,64.5,44.4,29.7,7.5
Rio Grande,34.2,d_19730601,7.1,2.2,0,0,0,0,58.7,50.5,36.1,19.5,1.1
Rio Grande,36.6,d_19730701,0.7,0,0,0,0,0,62.6,38.9,12.8,4.9,0.6
Rio Grande,56.7,d_19730801,7,2.7,0.4,0.1,0,0,36.2,21.7,6.3,3.1,1.4
Rio Grande,67.7,d_19730901,9.8,4.5,0.8,0.3,0,0,22.6,11.3,3.9,3,2.6
Rio Grande,63.4,d_19731001,22.8,9,1.1,0.2,0,0,13.8,6.8,4.2,3.7,2.2
Rio Grande,45.8,d_19731101,47.4,27.5,6.3,2.1,0,0,6.8,4.7,3.4,2,1.2
Rio Grande,25.8,d_19731201,69.6,53.9,23.6,9.3,2.3,0,4.7,4.3,3.5,2.2,1.4
Rio Grande,30.5,d_19740101,64.6,43.7,15.4,6.3,1.2,0,5,4.2,3.5,2.4,1.5
Rio Grande,26.9,d_19740201,67.9,52.5,27.4,14.7,7.2,0,5.1,4.4,3.9,3.4,1.7
Rio Grande,35.9,d_19740301,59.3,48.5,29.6,18.3,7.2,0,4.8,4,2.7,1.9,0.4
Rio Grande,9.3,d_19740401,86.7,78.8,54.9,44.1,28.8,0,4,3.5,2.3,1.3,0.1
Rio Grande,13.4,d_19740501,83,72.9,51.1,41.4,29.4,0,3.6,2.4,0.2,0,0
Rio Grande,9.4,d_19740601,90.2,87.2,74,63,37.4,0,0.4,0,0,0,0
Rio Grande,9,d_19740701,91,82.3,57.4,40.5,18.6,0,0,0,0,0,0
Rio Grande,37.3,d_19740801,59.8,42.1,13.4,7.3,3.6,0,2.9,1,0,0,0
Rio Grande,22.2,d_19740901,29.5,19.1,5.8,2.3,0.4,0,48.2,41.7,16,2.8,0
Rio Grande,23.8,d_19741001,14.6,9.3,3.2,1.2,0.2,0,61.6,53.7,40,21,3.1
Rio Grande,24.2,d_19741101,13.2,6,1,0.1,0,0,62.4,54.4,43.9,27,4.6
Rio Grande,25.1,d_19741201,11.7,5.4,0.4,0,0,0,63.3,55.8,44.9,29.2,6.3
Rio Grande,27.3,d_19750101,4.9,1.8,0,0,0,0,67.9,59.7,47.6,33.8,8
Rio Grande,21.2,d_19750201,1.2,0.5,0,0,0,0,77.6,68.1,51.4,42.1,20.3
Rio Grande,9.9,d_19750301,1.1,0.5,0,0,0,0,88.9,76.9,59.2,50.3,31.6
Rio Grande,10.5,d_19750401,1.1,0.7,0,0,0,0,88.3,77.5,56.7,44.6,34.1
Rio Grande,13.5,d_19750501,0.7,0,0,0,0,0,85.9,71.9,49.7,35.4,16.5
Rio Grande,51.5,d_19750601,0.2,0,0,0,0,0,48.2,19.8,2.3,0.1,0
Rio Grande,64.4,d_19750701,11.4,3.5,0.3,0,0,0,24.3,10.3,2.8,1,0.2
Rio Grande,56.6,d_19750801,23.5,9.5,1.4,0.2,0,0,20,12.1,1.8,0.6,0.1
Rio Grande,61.2,d_19750901,6.7,2.5,0.5,0.1,0,0,32.1,18.1,3.6,1.2,0
Rio Grande,58.5,d_19751001,22.7,7.2,1.6,0.6,0.1,0,19,8.4,1.1,0.5,0
Rio Grande,53.8,d_19751101,29.6,13.6,2,0.8,0.1,0,16.6,7.2,1,0.5,0
Rio Grande,49.5,d_19751201,37.2,17.2,3.8,1.9,0.9,0,13.3,5.6,0.8,0.5,0
Rio Grande,43.9,d_19760101,43.6,24.6,5.6,2.9,1.3,0,12.6,5.4,0.8,0.5,0
Rio Grande,55.2,d_19760201,35.1,16.8,3.8,2.3,0.9,0,9.7,4.1,0.6,0.3,0
Rio Grande,59.6,d_19760301,27.4,11.1,2.7,1,0.1,0,13.2,4.8,0.7,0.4,0
Rio Grande,45.1,d_19760401,48.5,26.9,5,1.3,0.4,0,6.4,1.7,0.2,0,0
Rio Grande,69.4,d_19760501,18,4.1,0.1,0,0,0,12.5,5.6,0.7,0,0
Rio Grande,36.7,d_19760601,63.1,41.8,10.9,5.3,0,0,0.2,0,0,0,0
Rio Grande,53.9,d_19760701,21.9,13.5,3.2,0.9,0,0,24.2,14,1.1,0,0
Rio Grande,44.5,d_19760801,39.4,21.1,4.5,1.2,0.1,0,16.1,8.7,0.9,0,0
Rio Grande,54.4,d_19760901,21.3,12,2.1,0.3,0,0,24.4,14.1,1.8,0,0
Rio Grande,54,d_19761001,18.1,11,3,0.6,0,0,27.9,20,7.9,1.9,0
Rio Grande,50.6,d_19761101,18.8,11.9,2.9,0.6,0,0,30.5,21.8,10.9,5.2,1.1
Rio Grande,49.3,d_19761201,21.7,14.5,5.4,1.3,0,0,28.9,22.7,13.3,6.9,2.4
Rio Grande,50.3,d_19770101,21.7,13.4,3,0.7,0.2,0,28,22.2,13.1,6.2,0.8
Rio Grande,47.3,d_19770201,28.5,18.5,5.8,2.6,0.5,0,24,21.2,9,5,0.8
Rio Grande,49.4,d_19770301,23.7,14.8,5.4,3.4,1.2,0,26.9,21.5,13.1,8.3,1.8
Rio Grande,60.4,d_19770401,19.9,9.6,3.2,1.5,0.7,0,19.8,9.5,1.8,0.8,0
Rio Grande,43,d_19770501,19.7,12.9,2.9,1.8,0.7,0,37.4,13.8,2.7,1.3,0.4
Rio Grande,63,d_19770601,22.1,14.8,6.4,4.4,1.8,0,14.9,6.2,0.8,0.1,0
Rio Grande,71.7,d_19770701,19.2,6.5,2.4,1,0.1,0,9,3,0,0,0
Rio Grande,57.8,d_19770801,28.6,12.4,2.3,0.2,0,0,13.6,4.2,0.2,0,0
Rio Grande,42.6,d_19770901,40.7,21.8,4.8,0.8,0,0,16.7,7.5,0.1,0,0
Rio Grande,53.1,d_19771001,36.5,15.5,3,0.7,0,0,10.5,4.6,0.2,0,0
Rio Grande,58.7,d_19771101,30.7,14.6,2.8,0.7,0.2,0,10.5,4.7,0.2,0,0
Rio Grande,50.5,d_19771201,41.7,21.7,4.1,0.9,0.2,0,7.7,3.6,0.1,0,0
Rio Grande,47.4,d_19780101,44.8,31.5,15.9,6.6,1.2,0,7.7,2.8,0.1,0,0
Rio Grande,45.1,d_19780201,42.6,30.6,16,7.5,1.2,0,12.4,5.7,0.2,0.1,0
Rio Grande,39.7,d_19780301,41.5,32.8,21.4,13.9,3.4,0,18.9,8.3,1.6,0.4,0
Rio Grande,40.9,d_19780401,50.1,37.6,18.1,9.8,1.9,0,8.9,3.7,0,0,0
Rio Grande,52.8,d_19780501,38.1,18.4,2.2,1,0.4,0,9.2,1.8,0.2,0,0
Rio Grande,70.4,d_19780601,4.8,1.5,0.1,0,0,0,24.9,9.7,2,0,0
Rio Grande,70.5,d_19780701,18.8,6.5,0.6,0,0,0,10.8,2.8,0,0,0
Rio Grande,72.3,d_19780801,17.8,8.1,1.5,0.4,0.1,0,9.8,2.4,0,0,0
Rio Grande,37.5,d_19780901,14.2,8.4,1.4,0.6,0.2,0,48.1,36.3,16.2,4.9,0
Rio Grande,37.5,d_19781001,15.6,7.4,1,0.3,0,0,46.9,39.2,19.7,6.1,0.5
Rio Grande,35.7,d_19781101,3.5,1,0,0,0,0,60.9,49.6,34.5,16.7,1.9
Rio Grande,28.9,d_19781201,2,0.7,0,0,0,0,69.1,52.8,36.5,17.2,1.4
Rio Grande,12.5,d_19790101,0.5,0,0,0,0,0,87.1,71.6,44.4,28.5,2.8
Rio Grande,19.1,d_19790201,1.3,0.3,0,0,0,0,79.5,61.1,41,27,3.6
Rio Grande,33,d_19790301,1.2,0.4,0,0,0,0,65.7,51.5,32.3,15.8,1
Rio Grande,21.7,d_19790401,0.3,0,0,0,0,0,78,62.7,37.9,27.6,4
Rio Grande,7,d_19790501,0,0,0,0,0,0,93,79.9,48,27.9,10.1
Rio Grande,17.1,d_19790601,0,0,0,0,0,0,82.9,66.7,43.4,26.4,4.9
Rio Grande,19.9,d_19790701,0.5,0,0,0,0,0,79.6,64.1,30.2,16.2,3.7
Rio Grande,28.5,d_19790801,0.8,0.1,0,0,0,0,70.6,49.1,8.9,1.3,0
Rio Grande,57.1,d_19790901,4.3,0.8,0.1,0,0,0,38.6,17.9,2.4,0.3,0
Rio Grande,68.2,d_19791001,19.5,6.9,0.8,0.4,0.1,0,12.4,3.8,0,0,0
Rio Grande,68.1,d_19791101,21.4,10.2,1.2,0.1,0,0,10.6,2,0,0,0
Rio Grande,67.3,d_19791201,19.2,8.4,1.7,0.5,0,0,13.5,3.6,0,0,0
Rio Grande,63.2,d_19800101,15.7,6.8,1.1,0.4,0,0,21.1,7.7,0,0,0
Rio Grande,67,d_19800201,19.2,7,0.4,0,0,0,13.8,3.8,0.1,0,0
Rio Grande,60.1,d_19800301,36.5,20.6,6.1,3.5,2.5,0,3.4,1.4,0,0,0
Rio Grande,52.9,d_19800401,39.3,23,10.4,6.7,3.4,0,7.8,2.8,0.2,0,0
Rio Grande,39.6,d_19800501,50.2,38,18.7,8.4,2.4,0,10.1,5.3,0.3,0,0
Rio Grande,31.1,d_19800601,58.8,42.1,23.4,14.1,1.5,0,9.9,6.1,0.3,0,0
Rio Grande,21.4,d_19800701,71.6,57.6,31.4,18.5,6.3,0,7.1,3.5,0.3,0,0
Rio Grande,48.5,d_19800801,48.4,29.9,9.9,2.3,0.7,0,3.2,1.5,0.2,0,0
Rio Grande,59.1,d_19800901,14,6.7,2,0.5,0,0,26.9,12.8,1.5,0,0
Rio Grande,54.1,d_19801001,32.4,15.7,3.7,1.2,0,0,13.4,4.9,0,0,0
Rio Grande,45.4,d_19801101,36.8,22.2,7.5,3.2,0.5,0,17.9,8.1,0.9,0,0
Rio Grande,37.3,d_19801201,42.2,29.1,12.1,5.8,1.1,0,20.5,9.5,1.5,0.5,0
Rio Grande,30.2,d_19810101,40.2,31.6,17.4,12,5,0,29.7,16.3,3.6,1.6,0.4
Rio Grande,25.5,d_19810201,44.2,37.9,22.9,18.4,14.6,0,30.4,15.5,4.2,1.8,0.2
Rio Grande,28.1,d_19810301,32.4,24.1,15,10,4.6,0,39.6,32.1,7.7,2.1,0.5
Rio Grande,27.2,d_19810401,18.4,14.4,8.9,5.7,1.8,0,54.4,48.9,36.7,29.1,11.6
Rio Grande,28.9,d_19810501,16.2,8.7,2.2,0.7,0.2,0,55.1,48.9,34.8,25.9,10.6
Rio Grande,34.4,d_19810601,24.4,10.1,0.6,0.2,0,0,41.1,32.4,17,5.1,2
Rio Grande,40.9,d_19810701,8,2.1,0.2,0,0,0,51.1,43.1,29.7,15.3,3.5
Rio Grande,34.9,d_19810801,2.2,0.6,0.1,0,0,0,62.8,50.6,35.5,18.2,3.6
Rio Grande,28.7,d_19810901,1.2,0.3,0,0,0,0,70.2,49,19.4,9.1,1.4
Rio Grande,26.1,d_19811001,1.3,0.2,0,0,0,0,72.5,53.3,30.3,13.5,1.6
Rio Grande,21.6,d_19811101,0.2,0,0,0,0,0,78.3,55.9,27.5,9.9,0.8
Rio Grande,40.6,d_19811201,2.1,0,0,0,0,0,57.4,43.7,15.5,4.6,0.2
Rio Grande,44.3,d_19820101,2.3,0.5,0,0,0,0,53.4,28.9,7,1.5,0.3
Rio Grande,46.4,d_19820201,3.1,0.6,0,0,0,0,50.5,27.8,5.2,1.5,0.1
Rio Grande,54.5,d_19820301,5,1.8,0.2,0,0,0,40.6,18.1,2.5,0.3,0
Rio Grande,69,d_19820401,5.4,1,0.1,0,0,0,25.6,11.5,0.6,0,0
Rio Grande,66.6,d_19820501,12.8,5.2,0,0,0,0,20.5,5.8,1.4,0.1,0
Rio Grande,49.7,d_19820601,27.6,14.4,1.7,0.1,0,0,22.6,11.6,3.1,2.2,0.5
Rio Grande,44.3,d_19820701,50.5,29.5,7.7,2.3,0,0,5.1,2.1,0.1,0,0
Rio Grande,42.5,d_19820801,47.5,28.6,8.1,3.1,1.2,0,10.1,5.9,0.2,0,0
Rio Grande,52.7,d_19820901,30.5,11.2,1,0.4,0,0,16.6,9.7,2.8,0.2,0
Rio Grande,46,d_19821001,45.3,25.2,3.8,1.2,0.4,0,8.7,4.3,0,0,0
Rio Grande,58,d_19821101,35.1,20.1,2.1,0.4,0,0,6.9,2.4,0.2,0,0
Rio Grande,66.8,d_19821201,15.7,4.8,0,0,0,0,17.5,4,0,0,0
Rio Grande,60.1,d_19830101,12.2,1.6,0,0,0,0,27.7,10.9,1.9,0,0
Rio Grande,52,d_19830201,18.1,7.5,0.2,0,0,0,30,11.9,1,0,0
Rio Grande,34.2,d_19830301,19.5,9,0.9,0,0,0,46.3,27.1,6.2,1.1,0.3
Rio Grande,28.7,d_19830401,19.1,7.8,1.1,0,0,0,52.2,36.8,6.6,0.8,0.1
Rio Grande,36.4,d_19830501,12.8,6.2,2.1,0.7,0,0,50.8,26,5.2,0.1,0
Rio Grande,61.2,d_19830601,6,3.9,1.4,0,0,0,32.8,13.1,4.5,0.9,0
Rio Grande,54.3,d_19830701,10.1,4.7,2.1,0.5,0,0,35.5,17.3,2.7,1.4,0.6
Rio Grande,47,d_19830801,34.1,23.1,10.1,3.9,1.1,0,18.9,8.5,1.9,0.2,0
Rio Grande,40.6,d_19830901,48.7,35.8,18.1,10.5,4.5,0,10.7,3.7,1.2,0.1,0
Rio Grande,53,d_19831001,34.9,20.6,6,1.9,0,0,12,5,1.7,1.2,0.1
Rio Grande,57,d_19831101,28.4,15.7,3.5,0.6,0,0,14.6,6.2,1.9,1.4,0.2
Rio Grande,55.8,d_19831201,33.9,18.8,4.9,1,0,0,10.4,4.2,1.6,0.4,0
Rio Grande,55.4,d_19840101,32.5,17.4,4.7,1.3,0,0,12.2,4.8,1,0.1,0
Rio Grande,58.7,d_19840201,33.8,18.6,4,0.9,0,0,7.4,3.2,0.3,0,0
Rio Grande,61.6,d_19840301,29.9,14.1,1.8,0.4,0,0,8.4,3.3,0.2,0,0
Rio Grande,64.5,d_19840401,21.8,9.2,0.6,0,0,0,13.6,3.4,0.1,0,0
Rio Grande,57.6,d_19840501,7.3,2.2,0,0,0,0,35,8.7,0.7,0,0
Rio Grande,34,d_19840601,6.1,2.7,0.4,0,0,0,60,42.3,18.9,8.7,2.4
Rio Grande,47.8,d_19840701,21.3,12.5,4,0.9,0.3,0,30.8,18.5,4.7,0.8,0.1
Rio Grande,32.3,d_19840801,21.2,15,8.2,4.9,1.5,0,46.5,33,16.5,6.6,1.1
Rio Grande,45.9,d_19840901,20.5,11.9,5.4,2.3,0.6,0,33.7,23.3,3.5,0.3,0
Rio Grande,29.3,d_19841001,10.1,8.2,3.6,1.5,0,0,60.4,42.2,20.6,6.1,0.4
Rio Grande,22.4,d_19841101,8.6,7.1,2.8,0.8,0,0,68.9,54.9,28.6,14.5,2
Rio Grande,18,d_19841201,4.7,3.3,1.2,0,0,0,77.2,65.7,41.2,26.9,10.5
Rio Grande,14.6,d_19850101,2.3,0.7,0,0,0,0,83,73.3,51.3,35.8,17.4
Rio Grande,9.5,d_19850201,2.3,0.7,0,0,0,0,88.1,75.8,52.5,32.1,14.4
Rio Grande,9.7,d_19850301,0.1,0,0,0,0,0,90.2,75.7,41,20.3,4.4
Rio Grande,7.3,d_19850401,0,0,0,0,0,0,92.7,82.6,66.6,46.1,19.2
Rio Grande,3.2,d_19850501,0,0,0,0,0,0,96.8,80,44.3,16.5,2.9
Rio Grande,0.2,d_19850601,0,0,0,0,0,0,99.8,96,65.1,34.7,10.9
Rio Grande,12.7,d_19850701,0,0,0,0,0,0,87.4,70.6,27.5,11.1,2.1
Rio Grande,35.5,d_19850801,1,0.1,0,0,0,0,63.5,43.6,17.5,9.1,2.7
Rio Grande,37,d_19850901,0.9,0.1,0,0,0,0,62.1,35.9,10.3,4.2,0.4
Rio Grande,29.9,d_19851001,0.1,0,0,0,0,0,70.1,54.1,26.1,12.8,3.1
Rio Grande,33.2,d_19851101,0,0,0,0,0,0,66.8,52.7,27,14.1,3.9
Rio Grande,43.1,d_19851201,0.5,0,0,0,0,0,56.4,38.9,10.6,2.7,0.1
Rio Grande,56.3,d_19860101,2.1,0.1,0,0,0,0,41.6,17.2,2.1,0.2,0
Rio Grande,48,d_19860201,2.3,0.3,0,0,0,0,49.7,25.7,4.4,1.2,0
Rio Grande,52.3,d_19860301,7.5,2.4,0,0,0,0,40.2,18.8,4.1,1.2,0
Rio Grande,48.4,d_19860401,9.7,4.9,1,0,0,0,41.8,19.9,2.8,0.5,0
Rio Grande,30.7,d_19860501,3,0.1,0,0,0,0,66.5,41.5,5.2,1,0.1
Rio Grande,22.4,d_19860601,1.1,0.5,0,0,0,0,76.6,64.1,30.7,16.8,4.3
Rio Grande,40.9,d_19860701,4.5,0.3,0,0,0,0,54.6,36.6,10.9,2.7,0.8
Rio Grande,30.7,d_19860801,2,0.3,0,0,0,0,67.3,48.5,16.1,6.9,2.1
Rio Grande,22.4,d_19860901,3.4,0.9,0,0,0,0,74.3,58,21.7,9.2,1.8
Rio Grande,6.1,d_19861001,0.8,0.1,0,0,0,0,93.2,82.2,53.8,31.2,6.6
Rio Grande,3.9,d_19861101,0.4,0,0,0,0,0,95.6,91.2,72.8,50.9,16.5
Rio Grande,2.7,d_19861201,0,0,0,0,0,0,97.4,95.6,84.8,69.4,37
Rio Grande,2.8,d_19870101,0.1,0,0,0,0,0,97.1,96.3,86.9,74.3,46.7
Rio Grande,2.3,d_19870201,0,0,0,0,0,0,97.7,96.6,90.4,76.7,54
Rio Grande,3.2,d_19870301,0,0,0,0,0,0,96.8,94,72.6,43.6,13.4
Rio Grande,4.9,d_19870401,0,0,0,0,0,0,95.1,89.8,71.1,49.2,20.8
Rio Grande,1.3,d_19870501,0,0,0,0,0,0,98.7,94.4,77.4,58,22.2
Rio Grande,1.2,d_19870601,0,0,0,0,0,0,98.8,96.9,87.6,74.5,40.4
Rio Grande,9.2,d_19870701,0.2,0,0,0,0,0,90.7,83,53.1,30.7,7.3
Rio Grande,14.9,d_19870801,1.9,0.6,0,0,0,0,83,72.7,50.3,32.9,12.9
Rio Grande,41.3,d_19870901,4.7,1.6,0.6,0.1,0,0,54.1,35.7,9.9,3.6,0.2
Rio Grande,47.4,d_19871001,13.5,5.9,1.2,0.5,0.1,0,39.1,25.8,5.7,2,0.2
Rio Grande,50.8,d_19871101,16.4,7.3,0.9,0.1,0,0,32.8,15.4,2.5,0.7,0
Rio Grande,50,d_19871201,10.3,4.2,0.5,0.1,0,0,39.8,17,3,0.9,0
Rio Grande,61.7,d_19880101,8.3,1.9,0.1,0,0,0,30.1,8.2,0.6,0,0
Rio Grande,64,d_19880201,19.6,7.9,0.7,0.1,0,0,16.3,4.7,0,0,0
Rio Grande,53.9,d_19880301,42.4,22.4,3.2,0.4,0,0,3.7,0,0,0,0
Rio Grande,65.6,d_19880401,19.3,11.1,2.7,1.1,0.4,0,15.1,6.4,0.1,0,0
Rio Grande,62.5,d_19880501,35.4,19.6,6.4,3.3,1.7,0,2.1,0.5,0,0,0
Rio Grande,45.7,d_19880601,35.9,26.9,6.7,2.5,0.6,0,18.4,5.5,0.8,0,0
Rio Grande,44.3,d_19880701,7.2,3.6,1.3,0.5,0,0,48.5,32.3,8.1,1.4,0
Rio Grande,36.2,d_19880801,7.2,3.5,1.2,0.3,0,0,56.7,45.8,28,13.8,3.3
Rio Grande,40,d_19880901,4.5,2.1,0.1,0,0,0,55.6,38.9,16.7,9.6,2.7
Rio Grande,49.2,d_19881001,6.7,3.3,0.3,0,0,0,44.1,30.5,11,4.4,0.8
Rio Grande,56.7,d_19881101,6.8,3.1,0.6,0,0,0,36.5,22.5,9.6,3.4,0.6
Rio Grande,51.8,d_19881201,6.5,2.6,0.1,0,0,0,41.7,24.4,9.3,2.7,0.1
Rio Grande,56.5,d_19890101,4.8,1.3,0.1,0,0,0,38.7,21.4,5.6,1.5,0
Rio Grande,49.8,d_19890201,2.3,0.6,0,0,0,0,47.9,27.5,7.6,2.3,0.5
Rio Grande,50.1,d_19890301,4.4,1,0.1,0,0,0,45.5,22.8,0.9,0,0
Rio Grande,71.5,d_19890401,17.9,7.4,0.4,0,0,0,10.5,1.2,0,0,0
Rio Grande,41.8,d_19890501,55.7,21.4,1.2,0,0,0,2.5,0,0,0,0
Rio Grande,11.9,d_19890601,88.2,72,24.6,4.6,0.1,0,0,0,0,0,0
Rio Grande,29,d_19890701,70.3,46.5,11.7,1.8,0,0,0.7,0.1,0,0,0
Rio Grande,49.7,d_19890801,43.6,24.3,4.2,0.7,0.1,0,6.9,1,0,0,0
Rio Grande,50.5,d_19890901,48.2,28.4,6.1,1.4,0.1,0,1.3,0,0,0,0
Rio Grande,41.7,d_19891001,58.1,33.5,7.9,1.6,0.3,0,0.2,0,0,0,0
Rio Grande,21.4,d_19891101,78.6,53.6,21.6,12.9,2,0,0,0,0,0,0
Rio Grande,16.9,d_19891201,83.1,57.1,24.1,15.5,5,0,0,0,0,0,0
Rio Grande,26.2,d_19900101,73.6,49.1,19.6,11.2,2.5,0,0.1,0,0,0,0
Rio Grande,37.9,d_19900201,61.1,37,14.6,7.2,1.7,0,1,0,0,0,0
Rio Grande,60,d_19900301,37,20.9,5.7,2.6,0.7,0,2.9,1.2,0,0,0
Rio Grande,67.2,d_19900401,23.9,10.1,2.4,0.6,0,0,9.1,2.4,0.2,0,0
Rio Grande,39.8,d_19900501,52.3,31.4,2.9,0.4,0,0,7.9,3.2,0.1,0,0
Rio Grande,35.8,d_19900601,58.3,46.7,24.5,13,3.5,0,6,1,0,0,0
Rio Grande,59.7,d_19900701,16.3,9.1,1.4,0.3,0,0,24.2,12.9,2.7,0.4,0
Rio Grande,43.8,d_19900801,5.7,2.7,0,0,0,0,50.5,31,9.1,4.2,1.3
Rio Grande,18.6,d_19900901,2.2,0.2,0,0,0,0,79.2,62,30.3,14.1,3.7
Rio Grande,22.6,d_19901001,4.2,1.8,0,0,0,0,73.3,56.7,29.7,16.5,5.6
Rio Grande,19.7,d_19901101,3.3,1.2,0,0,0,0,77,62.4,35.3,18.3,5.7
Rio Grande,21,d_19901201,4.3,1.9,0,0,0,0,74.8,60,33.9,17.5,4.8
Rio Grande,23.8,d_19910101,5.1,2.4,0.1,0,0,0,71.2,56.2,28,14.4,5.2
Rio Grande,24.3,d_19910201,3.3,0.6,0,0,0,0,72.4,56.9,30.9,17.6,6.3
Rio Grande,19.2,d_19910301,0.7,0,0,0,0,0,80.1,68.6,43.1,25.2,11.2
